TIMESTAMP,LOAD
4262006 4:00,72.8
4262006 5:00,74.3
4262006 6:00,82.1
4262006 7:00,97.8
4262006 8:00,100
4262006 9:00,94.9
4262006 10:00,94.2
4262006 11:00,94.1
4262006 12:00,94.2
4262006 13:00,93.1
4262006 14:00,91.9
4262006 15:00,90.8
4262006 16:00,91.3
4262006 17:00,97.2
4262006 18:00,103.1
4262006 19:00,110.1
4262006 20:00,114.6
4262006 21:00,119.9
4262006 22:00,114.4
4262006 23:00,101.5
4272006 0:00,87.8
4272006 1:00,79.6
4272006 2:00,76.1
4272006 3:00,74.7
4272006 4:00,75
4272006 5:00,78.5
4272006 6:00,88.6
4272006 7:00,110.4
4272006 8:00,113.4
4272006 9:00,107.2
4272006 10:00,104.9
4272006 11:00,104.2
4272006 12:00,102.1
4272006 13:00,101.2
4272006 14:00,100.7
4272006 15:00,99.3
4272006 16:00,100.8
4272006 17:00,106.2
4272006 18:00,112.1
4272006 19:00,117.7
4272006 20:00,121.2
4272006 21:00,129.8
4272006 22:00,125.6
4272006 23:00,112.9
4282006 0:00,100
4282006 1:00,90.2
4282006 2:00,86.9
4282006 3:00,86.6
4282006 4:00,87.7
4282006 5:00,92.3
4282006 6:00,104.4
4282006 7:00,126.6
4282006 8:00,124.1
4282006 9:00,108.4
4282006 10:00,99.6
4282006 11:00,95
4282006 12:00,91.9
4282006 13:00,90.1
4282006 14:00,89.1
4282006 15:00,89.5
4282006 16:00,91.5
4282006 17:00,94.9
4282006 18:00,96.5
4282006 19:00,96.8
4282006 20:00,97.6
4282006 21:00,110.1
4282006 22:00,111.4
4282006 23:00,105.1
4292006 0:00,95.7
4292006 1:00,87.3
4292006 2:00,84.1
4292006 3:00,83.6
4292006 4:00,84.8
4292006 5:00,88.3
4292006 6:00,95.9
4292006 7:00,103.7
4292006 8:00,114.7
4292006 9:00,117.8
4292006 10:00,115.4
4292006 11:00,109.8
4292006 12:00,105.5
4292006 13:00,101.3
4292006 14:00,97.5
4292006 15:00,95.1
4292006 16:00,95.3
4292006 17:00,96.5
4292006 18:00,98.2
4292006 19:00,99.9
4292006 20:00,104.3
4292006 21:00,119.3
4292006 22:00,121.3
4292006 23:00,115.7
4302006 0:00,107.2
4302006 1:00,99.4
4302006 2:00,96.9
4302006 3:00,96.7
4302006 4:00,98.3
4302006 5:00,101.1
4302006 6:00,106.7
4302006 7:00,113.7
4302006 8:00,125.3
4302006 9:00,132.6
4302006 10:00,130.5
4302006 11:00,119.8
4302006 12:00,110.2
4302006 13:00,105.9
4302006 14:00,102.8
4302006 15:00,99.5
4302006 16:00,97.3
4302006 17:00,97.5
4302006 18:00,99.2
4302006 19:00,101.7
4302006 20:00,108.6
4302006 21:00,124.9
4302006 22:00,124.6
4302006 23:00,113.4
512006 0:00,101.9
512006 1:00,94
512006 2:00,92.5
512006 3:00,92.9
512006 4:00,95.5
512006 5:00,102
512006 6:00,117.4
512006 7:00,141.6
512006 8:00,126.9
512006 9:00,126.6
512006 10:00,114.4
512006 11:00,107
512006 12:00,102.3
512006 13:00,98.2
512006 14:00,95.7
512006 15:00,94.1
512006 16:00,94.3
512006 17:00,98.4
512006 18:00,104.5
512006 19:00,111.2
512006 20:00,117.6
512006 21:00,128.3
512006 22:00,124.6
512006 23:00,111.2
522006 0:00,97.4
522006 1:00,89.6
522006 2:00,87.5
522006 3:00,88.6
522006 4:00,91.5
522006 5:00,98.4
522006 6:00,113.3
522006 7:00,136.5
522006 8:00,135.5
522006 9:00,114.6
522006 10:00,105.4
522006 11:00,98.1
522006 12:00,94.8
522006 13:00,92.4
522006 14:00,91.7
522006 15:00,91.2
522006 16:00,92.6
522006 17:00,98.1
522006 18:00,101
522006 19:00,104.3
522006 20:00,107
522006 21:00,117.8
522006 22:00,116.4
522006 23:00,102.4
532006 0:00,85.7
532006 1:00,75.2
532006 2:00,70.8
532006 3:00,69.1
532006 4:00,68.8
532006 5:00,72.2
532006 6:00,82.4
532006 7:00,101.5
532006 8:00,104.7
532006 9:00,95.9
532006 10:00,92.8
532006 11:00,93.4
532006 12:00,95
532006 13:00,96.6
532006 14:00,97.9
532006 15:00,98.5
532006 16:00,97.4
532006 17:00,100.1
532006 18:00,105
532006 19:00,106.5
532006 20:00,106.7
532006 21:00,117
532006 22:00,115.1
532006 23:00,101.7
542006 0:00,85.3
542006 1:00,74.9
542006 2:00,70.4
542006 3:00,68.4
542006 4:00,68.3
542006 5:00,71.3
542006 6:00,81.3
542006 7:00,100.8
542006 8:00,103.7
542006 9:00,96.3
542006 10:00,95.1
542006 11:00,95.2
542006 12:00,97.7
542006 13:00,100.7
542006 14:00,104.6
542006 15:00,108.8
542006 16:00,113.3
542006 17:00,121.1
542006 18:00,126.1
542006 19:00,128.3
542006 20:00,123.9
542006 21:00,130.7
542006 22:00,126.7
542006 23:00,110.3
552006 0:00,91.9
552006 1:00,79.1
552006 2:00,72.9
552006 3:00,70
552006 4:00,68.6
552006 5:00,70.9
552006 6:00,79.7
552006 7:00,96
552006 8:00,101.9
552006 9:00,97.2
552006 10:00,96.9
552006 11:00,97.5
552006 12:00,101.1
552006 13:00,106.7
552006 14:00,113.3
552006 15:00,119.8
552006 16:00,121.7
552006 17:00,123
552006 18:00,121.9
552006 19:00,119.3
552006 20:00,117.3
552006 21:00,122.8
552006 22:00,119
552006 23:00,109
562006 0:00,96.2
562006 1:00,85.2
562006 2:00,79.2
562006 3:00,74.9
562006 4:00,72.3
562006 5:00,71.8
562006 6:00,74.9
562006 7:00,76.6
562006 8:00,86.3
562006 9:00,97.8
562006 10:00,106.1
562006 11:00,112.2
562006 12:00,118
562006 13:00,122.2
562006 14:00,127.2
562006 15:00,132.4
562006 16:00,137.3
562006 17:00,142.1
562006 18:00,144.6
562006 19:00,140.1
562006 20:00,131.5
562006 21:00,134
562006 22:00,128.6
562006 23:00,116.1
572006 0:00,101.3
572006 1:00,88.1
572006 2:00,79.6
572006 3:00,74.7
572006 4:00,72.4
572006 5:00,71
572006 6:00,71.8
572006 7:00,73.1
572006 8:00,84.1
572006 9:00,99.2
572006 10:00,107.4
572006 11:00,105.8
572006 12:00,102.5
572006 13:00,101.8
572006 14:00,101
572006 15:00,99.7
572006 16:00,99.5
572006 17:00,100.9
572006 18:00,104.2
572006 19:00,108.8
572006 20:00,114.3
572006 21:00,121.7
572006 22:00,115.7
572006 23:00,103.4
582006 0:00,90.9
582006 1:00,81.1
582006 2:00,77.4
582006 3:00,75.9
582006 4:00,76
582006 5:00,79.2
582006 6:00,89
582006 7:00,110.6
582006 8:00,113.9
582006 9:00,109.3
582006 10:00,108.1
582006 11:00,107.3
582006 12:00,106.4
582006 13:00,104.8
582006 14:00,103
582006 15:00,101.4
582006 16:00,102.9
582006 17:00,109.6
582006 18:00,117.7
582006 19:00,124.5
582006 20:00,126.6
582006 21:00,131.5
582006 22:00,124.5
582006 23:00,110.5
592006 0:00,95.7
592006 1:00,85.6
592006 2:00,82
592006 3:00,80.2
592006 4:00,80.7
592006 5:00,83.9
592006 6:00,94.8
592006 7:00,113
592006 8:00,113.6
592006 9:00,104
592006 10:00,98.7
592006 11:00,94.7
592006 12:00,93.1
592006 13:00,92.4
592006 14:00,92.3
592006 15:00,90.6
592006 16:00,94.6
592006 17:00,99
592006 18:00,102.5
592006 19:00,105.8
592006 20:00,109.5
592006 21:00,117
592006 22:00,117.5
592006 23:00,103.7
5102006 0:00,88.6
5102006 1:00,78.8
5102006 2:00,75.3
5102006 3:00,74.6
5102006 4:00,75.5
5102006 5:00,80
5102006 6:00,92.2
5102006 7:00,112.1
5102006 8:00,113.1
5102006 9:00,101.2
5102006 10:00,98.5
5102006 11:00,95.2
5102006 12:00,94.8
5102006 13:00,95.6
5102006 14:00,97.9
5102006 15:00,99.3
5102006 16:00,103.3
5102006 17:00,109.9
5102006 18:00,113.7
5102006 19:00,115.6
5102006 20:00,113.2
5102006 21:00,123.5
5102006 22:00,121.9
5102006 23:00,107.3
5112006 0:00,89.2
5112006 1:00,77.2
5112006 2:00,72.2
5112006 3:00,69.5
5112006 4:00,68.6
5112006 5:00,70.9
5112006 6:00,79.9
5112006 7:00,97.9
5112006 8:00,102.4
5112006 9:00,96.3
5112006 10:00,96.6
5112006 11:00,98.8
5112006 12:00,102.7
5112006 13:00,106.9
5112006 14:00,112
5112006 15:00,115.4
5112006 16:00,120
5112006 17:00,127.8
5112006 18:00,132
5112006 19:00,133.1
5112006 20:00,130.7
5112006 21:00,137.6
5112006 22:00,132.6
5112006 23:00,115
5122006 0:00,96.3
5122006 1:00,82.1
5122006 2:00,75.4
5122006 3:00,71.9
5122006 4:00,70.6
5122006 5:00,72.9
5122006 6:00,83
5122006 7:00,101.6
5122006 8:00,105.6
5122006 9:00,100
5122006 10:00,98.6
5122006 11:00,99.4
5122006 12:00,100.2
5122006 13:00,101.4
5122006 14:00,103
5122006 15:00,105
5122006 16:00,107.5
5122006 17:00,111.8
5122006 18:00,114
5122006 19:00,113.1
5122006 20:00,108.7
5122006 21:00,114.6
5122006 22:00,114.5
5122006 23:00,104.9
5132006 0:00,92
5132006 1:00,81
5132006 2:00,74.6
5132006 3:00,71.4
5132006 4:00,70.4
5132006 5:00,71.3
5132006 6:00,75.5
5132006 7:00,80.3
5132006 8:00,92
5132006 9:00,100.7
5132006 10:00,104.8
5132006 11:00,107.1
5132006 12:00,109.1
5132006 13:00,111.8
5132006 14:00,114.2
5132006 15:00,116.4
5132006 16:00,118.8
5132006 17:00,120.7
5132006 18:00,122.1
5132006 19:00,119.5
5132006 20:00,113.3
5132006 21:00,118.5
5132006 22:00,119.3
5132006 23:00,108.7
5142006 0:00,96.1
5142006 1:00,83
5142006 2:00,75.9
5142006 3:00,72.2
5142006 4:00,70.2
5142006 5:00,70.3
5142006 6:00,72.4
5142006 7:00,75.4
5142006 8:00,89.7
5142006 9:00,105.1
5142006 10:00,114.1
5142006 11:00,111.3
5142006 12:00,104.8
5142006 13:00,103.4
5142006 14:00,103
5142006 15:00,104
5142006 16:00,103.8
5142006 17:00,100.9
5142006 18:00,100.9
5142006 19:00,101.1
5142006 20:00,104.8
5142006 21:00,112.2
5142006 22:00,109.2
5142006 23:00,99.7
5152006 0:00,87.6
5152006 1:00,76.9
5152006 2:00,72.6
5152006 3:00,70.6
5152006 4:00,70.5
5152006 5:00,73.1
5152006 6:00,82.9
5152006 7:00,99.8
5152006 8:00,103.6
5152006 9:00,98.5
5152006 10:00,98.5
5152006 11:00,98.9
5152006 12:00,100.5
5152006 13:00,101.9
5152006 14:00,104.7
5152006 15:00,107.7
5152006 16:00,111.9
5152006 17:00,116.8
5152006 18:00,119.6
5152006 19:00,121
5152006 20:00,119.9
5152006 21:00,127.4
5152006 22:00,121.4
5152006 23:00,106.3
5162006 0:00,90.1
5162006 1:00,78.7
5162006 2:00,73.6
5162006 3:00,70.6
5162006 4:00,69.9
5162006 5:00,72.2
5162006 6:00,81.7
5162006 7:00,101
5162006 8:00,105.2
5162006 9:00,99
5162006 10:00,97.5
5162006 11:00,97.5
5162006 12:00,97.7
5162006 13:00,97.7
5162006 14:00,98.1
5162006 15:00,99.1
5162006 16:00,102
5162006 17:00,107.6
5162006 18:00,110.7
5162006 19:00,112.1
5162006 20:00,111.8
5162006 21:00,119.1
5162006 22:00,120.3
5162006 23:00,104.6
5172006 0:00,88.3
5172006 1:00,76.9
5172006 2:00,72.1
5172006 3:00,70.2
5172006 4:00,70.4
5172006 5:00,73.6
5172006 6:00,84.4
5172006 7:00,102.9
5172006 8:00,105.8
5172006 9:00,98.5
5172006 10:00,97.6
5172006 11:00,97.7
5172006 12:00,100.1
5172006 13:00,102.4
5172006 14:00,105.4
5172006 15:00,107.7
5172006 16:00,111.2
5172006 17:00,117.1
5172006 18:00,121.3
5172006 19:00,122.9
5172006 20:00,120.2
5172006 21:00,126.2
5172006 22:00,124
5172006 23:00,109.8
5182006 0:00,91.3
5182006 1:00,78.8
5182006 2:00,73.6
5182006 3:00,70.9
5182006 4:00,70.3
5182006 5:00,73.1
5182006 6:00,82.4
5182006 7:00,100.5
5182006 8:00,105
5182006 9:00,99.8
5182006 10:00,100.5
5182006 11:00,103.4
5182006 12:00,105.7
5182006 13:00,108.7
5182006 14:00,111.4
5182006 15:00,114.3
5182006 16:00,117.2
5182006 17:00,121.5
5182006 18:00,122.8
5182006 19:00,121.8
5182006 20:00,121.9
5182006 21:00,124.8
5182006 22:00,115.2
5182006 23:00,102.9
5192006 0:00,89.5
5192006 1:00,79
5192006 2:00,73.8
5192006 3:00,71.1
5192006 4:00,70.3
5192006 5:00,72.7
5192006 6:00,81.2
5192006 7:00,98.1
5192006 8:00,104.4
5192006 9:00,100.1
5192006 10:00,99.6
5192006 11:00,99
5192006 12:00,98.3
5192006 13:00,97.2
5192006 14:00,96.6
5192006 15:00,96.9
5192006 16:00,99.8
5192006 17:00,105.8
5192006 18:00,109.7
5192006 19:00,109.8
5192006 20:00,105.9
5192006 21:00,111.6
5192006 22:00,113.2
5192006 23:00,104.9
5202006 0:00,92.3
5202006 1:00,81.4
5202006 2:00,75.6
5202006 3:00,72.5
5202006 4:00,71.1
5202006 5:00,71.7
5202006 6:00,75.1
5202006 7:00,78.8
5202006 8:00,89.5
5202006 9:00,100.2
5202006 10:00,105.1
5202006 11:00,106.6
5202006 12:00,108.3
5202006 13:00,109.9
5202006 14:00,113.4
5202006 15:00,117.2
5202006 16:00,122.3
5202006 17:00,128.2
5202006 18:00,132.6
5202006 19:00,132.7
5202006 20:00,128.1
5202006 21:00,131.6
5202006 22:00,132.4
5202006 23:00,119.6
5212006 0:00,104.8
5212006 1:00,91
5212006 2:00,82.6
5212006 3:00,77.5
5212006 4:00,74
5212006 5:00,72.8
5212006 6:00,72.9
5212006 7:00,73.9
5212006 8:00,86.9
5212006 9:00,103.4
5212006 10:00,115
5212006 11:00,117.6
5212006 12:00,118.8
5212006 13:00,123.5
5212006 14:00,128
5212006 15:00,132.4
5212006 16:00,136.6
5212006 17:00,141.8
5212006 18:00,145.3
5212006 19:00,144.1
5212006 20:00,138.3
5212006 21:00,141.1
5212006 22:00,142.2
5212006 23:00,123.8
5222006 0:00,105.5
5222006 1:00,89.8
5222006 2:00,82.5
5222006 3:00,77.5
5222006 4:00,74.3
5222006 5:00,74.7
5222006 6:00,80.8
5222006 7:00,95.6
5222006 8:00,100.6
5222006 9:00,98.2
5222006 10:00,98.2
5222006 11:00,101.3
5222006 12:00,104.1
5222006 13:00,106.4
5222006 14:00,108.8
5222006 15:00,112
5222006 16:00,114.5
5222006 17:00,118.3
5222006 18:00,120
5222006 19:00,119.7
5222006 20:00,117.5
5222006 21:00,122.5
5222006 22:00,123.1
5222006 23:00,106.6
5232006 0:00,88.5
5232006 1:00,77
5232006 2:00,72
5232006 3:00,69.9
5232006 4:00,69.5
5232006 5:00,72.1
5232006 6:00,81.4
5232006 7:00,98.9
5232006 8:00,102.5
5232006 9:00,97
5232006 10:00,96.9
5232006 11:00,96.5
5232006 12:00,97.8
5232006 13:00,99.9
5232006 14:00,102.6
5232006 15:00,105.5
5232006 16:00,109.7
5232006 17:00,116.8
5232006 18:00,121.4
5232006 19:00,122.3
5232006 20:00,118.5
5232006 21:00,120.9
5232006 22:00,120.1
5232006 23:00,104.4
5242006 0:00,87.9
5242006 1:00,76.8
5242006 2:00,71.8
5242006 3:00,70.1
5242006 4:00,70.2
5242006 5:00,73.3
5242006 6:00,83.4
5242006 7:00,103.7
5242006 8:00,104.7
5242006 9:00,96.7
5242006 10:00,95.5
5242006 11:00,96.6
5242006 12:00,98.9
5242006 13:00,102.4
5242006 14:00,106.9
5242006 15:00,111.3
5242006 16:00,115.8
5242006 17:00,124.7
5242006 18:00,127.1
5242006 19:00,129.1
5242006 20:00,129.1
5242006 21:00,128.7
5242006 22:00,126
5242006 23:00,111.2
5252006 0:00,93.2
5252006 1:00,79.6
5252006 2:00,74.1
5252006 3:00,71
5252006 4:00,70.2
5252006 5:00,72.9
5252006 6:00,82.3
5252006 7:00,98.1
5252006 8:00,102.3
5252006 9:00,99.8
5252006 10:00,104
5252006 11:00,110.8
5252006 12:00,119.3
5252006 13:00,128.8
5252006 14:00,138.7
5252006 15:00,148
5252006 16:00,157
5252006 17:00,165.9
5252006 18:00,165.7
5252006 19:00,165.1
5252006 20:00,165.1
5252006 21:00,168.3
5252006 22:00,165.6
5252006 23:00,148
5262006 0:00,126.8
5262006 1:00,111.5
5262006 2:00,103.5
5262006 3:00,97.9
5262006 4:00,94.6
5262006 5:00,94
5262006 6:00,99.5
5262006 7:00,113.5
5262006 8:00,124.9
5262006 9:00,132
5262006 10:00,142.3
5262006 11:00,153.4
5262006 12:00,164
5262006 13:00,175
5262006 14:00,184.2
5262006 15:00,191.3
5262006 16:00,192.9
5262006 17:00,186.8
5262006 18:00,182.4
5262006 19:00,185.4
5262006 20:00,174.6
5262006 21:00,165.2
5262006 22:00,152.4
5262006 23:00,135.6
5272006 0:00,118.5
5272006 1:00,104.6
5272006 2:00,96.2
5272006 3:00,89.8
5272006 4:00,86.4
5272006 5:00,85.2
5272006 6:00,87.4
5272006 7:00,89.7
5272006 8:00,104.8
5272006 9:00,124.6
5272006 10:00,143.7
5272006 11:00,156.6
5272006 12:00,167.5
5272006 13:00,174.8
5272006 14:00,178
5272006 15:00,179.1
5272006 16:00,181.8
5272006 17:00,185.4
5272006 18:00,187.8
5272006 19:00,183.8
5272006 20:00,172.4
5272006 21:00,167.5
5272006 22:00,164.4
5272006 23:00,146.3
5282006 0:00,124.9
5282006 1:00,102
5282006 2:00,91.1
5282006 3:00,86.4
5282006 4:00,81.6
5282006 5:00,80.7
5282006 6:00,80.8
5282006 7:00,82.3
5282006 8:00,99.5
5282006 9:00,124.2
5282006 10:00,147.3
5282006 11:00,161.5
5282006 12:00,169.7
5282006 13:00,178.5
5282006 14:00,185.6
5282006 15:00,190.8
5282006 16:00,194
5282006 17:00,196.6
5282006 18:00,197.8
5282006 19:00,192.2
5282006 20:00,177.5
5282006 21:00,168.4
5282006 22:00,163.7
5282006 23:00,143.6
5292006 0:00,121.2
5292006 1:00,103
5292006 2:00,92.7
5292006 3:00,85.9
5292006 4:00,82.6
5292006 5:00,81.5
5292006 6:00,83.1
5292006 7:00,84.7
5292006 8:00,94.9
5292006 9:00,108.9
5292006 10:00,127.1
5292006 11:00,143.3
5292006 12:00,156.7
5292006 13:00,165.9
5292006 14:00,172.4
5292006 15:00,177.2
5292006 16:00,182.6
5292006 17:00,186.5
5292006 18:00,187.8
5292006 19:00,182.8
5292006 20:00,170.6
5292006 21:00,164.6
5292006 22:00,160.2
5292006 23:00,136.1
5302006 0:00,112
5302006 1:00,93.4
5302006 2:00,84.2
5302006 3:00,79.4
5302006 4:00,77.3
5302006 5:00,77.1
5302006 6:00,84.1
5302006 7:00,97.7
5302006 8:00,105.5
5302006 9:00,108.4
5302006 10:00,117.6
5302006 11:00,130
5302006 12:00,144.2
5302006 13:00,156.7
5302006 14:00,168.5
5302006 15:00,176.7
5302006 16:00,187.1
5302006 17:00,192.5
5302006 18:00,198.3
5302006 19:00,198.4
5302006 20:00,186.6
5302006 21:00,181.2
5302006 22:00,174.1
5302006 23:00,149.3
5312006 0:00,124.8
5312006 1:00,107.1
5312006 2:00,97.8
5312006 3:00,91.9
5312006 4:00,88
5312006 5:00,87.2
5312006 6:00,92.9
5312006 7:00,106.3
5312006 8:00,116.3
5312006 9:00,123.4
5312006 10:00,135.5
5312006 11:00,148.5
5312006 12:00,162.7
5312006 13:00,174.6
5312006 14:00,183.3
5312006 15:00,190.5
5312006 16:00,196.1
5312006 17:00,202.9
5312006 18:00,205.7
5312006 19:00,202.6
5312006 20:00,190.5
5312006 21:00,183.6
5312006 22:00,177.4
5312006 23:00,153.7
612006 0:00,129
612006 1:00,109.1
612006 2:00,99.3
612006 3:00,93
612006 4:00,88.7
612006 5:00,87.6
612006 6:00,92.6
612006 7:00,108.5
612006 8:00,120.3
612006 9:00,127.5
612006 10:00,138.4
612006 11:00,151.1
612006 12:00,163.9
612006 13:00,174.6
612006 14:00,184.4
612006 15:00,192.2
612006 16:00,198.4
612006 17:00,201.1
612006 18:00,205.3
612006 19:00,208.9
612006 20:00,196.8
612006 21:00,189.7
612006 22:00,185.1
612006 23:00,162.9
622006 0:00,138.2
622006 1:00,119.1
622006 2:00,109.2
622006 3:00,102.4
622006 4:00,98.4
622006 5:00,96.7
622006 6:00,101.6
622006 7:00,115.5
622006 8:00,128
622006 9:00,136.5
622006 10:00,148.9
622006 11:00,161.7
622006 12:00,174.2
622006 13:00,185
622006 14:00,193.1
622006 15:00,195.5
622006 16:00,200.1
622006 17:00,203.2
622006 18:00,194.5
622006 19:00,183.9
622006 20:00,171.1
622006 21:00,166.1
622006 22:00,158.7
622006 23:00,144.9
632006 0:00,128.2
632006 1:00,113.7
632006 2:00,104.9
632006 3:00,98.9
632006 4:00,96.2
632006 5:00,94.8
632006 6:00,96.4
632006 7:00,99.3
632006 8:00,109.8
632006 9:00,123.7
632006 10:00,133.4
632006 11:00,140.2
632006 12:00,141.8
632006 13:00,141.7
632006 14:00,140.9
632006 15:00,140.8
632006 16:00,143
632006 17:00,145.5
632006 18:00,145.9
632006 19:00,141.7
632006 20:00,134.6
632006 21:00,134.4
632006 22:00,134.4
632006 23:00,123.1
642006 0:00,106.7
642006 1:00,92.6
642006 2:00,83.9
642006 3:00,79.3
642006 4:00,76.2
642006 5:00,74.9
642006 6:00,74.3
642006 7:00,77.3
642006 8:00,92.3
642006 9:00,113.1
642006 10:00,130.1
642006 11:00,138
642006 12:00,143.7
642006 13:00,152.2
642006 14:00,159.7
642006 15:00,167.4
642006 16:00,173.3
642006 17:00,178.1
642006 18:00,178.5
642006 19:00,172.4
642006 20:00,160
642006 21:00,155.7
642006 22:00,153.8
642006 23:00,133.8
652006 0:00,112.6
652006 1:00,95.5
652006 2:00,87.4
652006 3:00,82.6
652006 4:00,80.7
652006 5:00,81.1
652006 6:00,87.7
652006 7:00,99.4
652006 8:00,105.3
652006 9:00,105.5
652006 10:00,109.2
652006 11:00,113.3
652006 12:00,118.2
652006 13:00,122.3
652006 14:00,127
652006 15:00,129.3
652006 16:00,131.6
652006 17:00,136.2
652006 18:00,140.1
652006 19:00,138.8
652006 20:00,135.1
652006 21:00,136
652006 22:00,133.3
652006 23:00,116.6
662006 0:00,98.7
662006 1:00,86.2
662006 2:00,80.1
662006 3:00,76.1
662006 4:00,74.4
662006 5:00,75.6
662006 6:00,82.7
662006 7:00,95.2
662006 8:00,102.8
662006 9:00,105.6
662006 10:00,110.4
662006 11:00,115.5
662006 12:00,120.4
662006 13:00,121.4
662006 14:00,121.1
662006 15:00,119.8
662006 16:00,118.9
662006 17:00,123.5
662006 18:00,127.2
662006 19:00,128.4
662006 20:00,125.6
662006 21:00,130.1
662006 22:00,131.6
662006 23:00,117
672006 0:00,98.7
672006 1:00,85.8
672006 2:00,79.2
672006 3:00,75.5
672006 4:00,73.7
672006 5:00,74.8
672006 6:00,81
672006 7:00,95
672006 8:00,104
672006 9:00,106.6
672006 10:00,111.1
672006 11:00,117.7
672006 12:00,125.5
672006 13:00,133.8
672006 14:00,142.8
672006 15:00,151.6
672006 16:00,162
672006 17:00,173.1
672006 18:00,177.3
672006 19:00,174.5
672006 20:00,162.3
672006 21:00,156.6
672006 22:00,155.7
672006 23:00,137
682006 0:00,115.2
682006 1:00,98.7
682006 2:00,90.6
682006 3:00,85.6
682006 4:00,82.4
682006 5:00,82.9
682006 6:00,88.7
682006 7:00,101.6
682006 8:00,111.2
682006 9:00,114.6
682006 10:00,121
682006 11:00,130.1
682006 12:00,142.4
682006 13:00,153.8
682006 14:00,164.9
682006 15:00,173.5
682006 16:00,177.2
682006 17:00,179
682006 18:00,173.3
682006 19:00,165.3
682006 20:00,156.2
682006 21:00,155.5
682006 22:00,152.4
682006 23:00,133.7
692006 0:00,114.8
692006 1:00,99.1
692006 2:00,90.1
692006 3:00,85.1
692006 4:00,82.4
692006 5:00,82.4
692006 6:00,87.5
692006 7:00,98.6
692006 8:00,108
692006 9:00,115
692006 10:00,124.8
692006 11:00,135.9
692006 12:00,147.3
692006 13:00,157
692006 14:00,166.9
692006 15:00,175
692006 16:00,182.2
692006 17:00,187.2
692006 18:00,188.9
692006 19:00,185.2
692006 20:00,172.6
692006 21:00,164.2
692006 22:00,161.4
692006 23:00,145
6102006 0:00,126.1
6102006 1:00,108
6102006 2:00,97.3
6102006 3:00,89.7
6102006 4:00,85.1
6102006 5:00,83.1
6102006 6:00,84.1
6102006 7:00,88
6102006 8:00,102.2
6102006 9:00,117.3
6102006 10:00,128.1
6102006 11:00,138
6102006 12:00,148.3
6102006 13:00,156.6
6102006 14:00,163.7
6102006 15:00,169.7
6102006 16:00,175.1
6102006 17:00,180.9
6102006 18:00,182.8
6102006 19:00,177.2
6102006 20:00,165.3
6102006 21:00,162.9
6102006 22:00,161.4
6102006 23:00,144.1
6112006 0:00,123
6112006 1:00,106
6112006 2:00,95.3
6112006 3:00,89
6112006 4:00,84.9
6112006 5:00,82.9
6112006 6:00,82.3
6112006 7:00,82.7
6112006 8:00,92
6112006 9:00,107
6112006 10:00,118.5
6112006 11:00,124.4
6112006 12:00,128.2
6112006 13:00,135.9
6112006 14:00,144.9
6112006 15:00,155.8
6112006 16:00,165.5
6112006 17:00,173.2
6112006 18:00,177
6112006 19:00,173.8
6112006 20:00,162.8
6112006 21:00,159.5
6112006 22:00,157.9
6112006 23:00,139.3
6122006 0:00,118
6122006 1:00,102.6
6122006 2:00,94.8
6122006 3:00,90
6122006 4:00,87.9
6122006 5:00,88.4
6122006 6:00,93.8
6122006 7:00,101.1
6122006 8:00,107.7
6122006 9:00,114.9
6122006 10:00,123.5
6122006 11:00,130.5
6122006 12:00,136.9
6122006 13:00,138.5
6122006 14:00,140.4
6122006 15:00,141.5
6122006 16:00,143.1
6122006 17:00,145
6122006 18:00,142.7
6122006 19:00,139.8
6122006 20:00,137.4
6122006 21:00,136.5
6122006 22:00,133.2
6122006 23:00,119.1
6132006 0:00,102.2
6132006 1:00,89.2
6132006 2:00,82.9
6132006 3:00,79.3
6132006 4:00,77.6
6132006 5:00,78.1
6132006 6:00,82.8
6132006 7:00,90.6
6132006 8:00,102.2
6132006 9:00,109.4
6132006 10:00,116.5
6132006 11:00,124.4
6132006 12:00,131
6132006 13:00,136.7
6132006 14:00,142.1
6132006 15:00,148.1
6132006 16:00,152.1
6132006 17:00,155.8
6132006 18:00,156.1
6132006 19:00,152.9
6132006 20:00,147.1
6132006 21:00,148.9
6132006 22:00,147.4
6132006 23:00,131.8
6142006 0:00,112.6
6142006 1:00,98.4
6142006 2:00,90.5
6142006 3:00,86.2
6142006 4:00,84
6142006 5:00,84.9
6142006 6:00,90.2
6142006 7:00,97.5
6142006 8:00,107.1
6142006 9:00,112.7
6142006 10:00,118.1
6142006 11:00,123.6
6142006 12:00,125.6
6142006 13:00,125.1
6142006 14:00,123.9
6142006 15:00,123.3
6142006 16:00,124
6142006 17:00,126.8
6142006 18:00,130.3
6142006 19:00,132.1
6142006 20:00,130.1
6142006 21:00,131.2
6142006 22:00,131.1
6142006 23:00,119.3
6152006 0:00,103.1
6152006 1:00,89.3
6152006 2:00,82.5
6152006 3:00,78.4
6152006 4:00,76.5
6152006 5:00,77.2
6152006 6:00,81.9
6152006 7:00,89.9
6152006 8:00,102.1
6152006 9:00,109.6
6152006 10:00,118.9
6152006 11:00,128.2
6152006 12:00,139.5
6152006 13:00,146
6152006 14:00,155.2
6152006 15:00,162.2
6152006 16:00,169.7
6152006 17:00,175.8
6152006 18:00,180.5
6152006 19:00,178.5
6152006 20:00,167.4
6152006 21:00,157.7
6152006 22:00,154.3
6152006 23:00,135.9
6162006 0:00,113.5
